option_symbol,expiration,strike,call_put,exercise_style,shares_per_contract,date,open,high,low,close
O:PLTR230721C00004000,2023-07-21,4.0,call,american,100,2023-06-16,12.6,12.6,12.6,12.6
O:PLTR230721C00005000,2023-07-21,5.0,call,american,100,2023-06-16,12.05,12.28,12.05,12.28
O:PLTR230721C00006000,2023-07-21,6.0,call,american,100,2023-06-16,10.63,10.63,10.44,10.44
O:PLTR230721C00007000,2023-07-21,7.0,call,american,100,2023-06-16,,,,
O:PLTR230721C00008000,2023-07-21,8.0,call,american,100,2023-06-16,8.7,8.85,8.35,8.5
O:PLTR230721C00009000,2023-07-21,9.0,call,american,100,2023-06-16,8.45,8.45,7.3,7.49
O:PLTR230721C00010000,2023-07-21,10.0,call,american,100,2023-06-16,7.4,7.4,6.35,6.47
O:PLTR230721C00011000,2023-07-21,11.0,call,american,100,2023-06-16,6.35,6.35,5.31,5.47
O:PLTR230721C00012000,2023-07-21,12.0,call,american,100,2023-06-16,5.4,5.4,4.3,4.43
O:PLTR230721C00013000,2023-07-21,13.0,call,american,100,2023-06-16,4.3,4.3,3.37,3.45
O:PLTR230721C00014000,2023-07-21,14.0,call,american,100,2023-06-16,3.15,3.39,2.36,2.42
O:PLTR230721C00015000,2023-07-21,15.0,call,american,100,2023-06-16,2.15,2.37,1.31,1.41
O:PLTR230721C00016000,2023-07-21,16.0,call,american,100,2023-06-16,1.3,1.4,0.37,0.43
O:PLTR230721C00017000,2023-07-21,17.0,call,american,100,2023-06-16,0.5,0.52,0.01,0.01
O:PLTR230721C00018000,2023-07-21,18.0,call,american,100,2023-06-16,0.05,0.1,0.01,0.01
O:PLTR230721C00019000,2023-07-21,19.0,call,american,100,2023-06-16,0.02,0.03,0.01,0.01
O:PLTR230721C00020000,2023-07-21,20.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00021000,2023-07-21,21.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00022000,2023-07-21,22.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00023000,2023-07-21,23.0,call,american,100,2023-06-16,0.02,0.03,0.01,0.01
O:PLTR230721C00024000,2023-07-21,24.0,call,american,100,2023-06-16,0.02,0.02,0.01,0.01
O:PLTR230721C00025000,2023-07-21,25.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00026000,2023-07-21,26.0,call,american,100,2023-06-16,0.02,0.02,0.01,0.01
O:PLTR230721C00027000,2023-07-21,27.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00028000,2023-07-21,28.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00029000,2023-07-21,29.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721C00030000,2023-07-21,30.0,call,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00001000,2023-07-21,1.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00002000,2023-07-21,2.0,put,american,100,2023-06-16,0.03,0.03,0.03,0.03
O:PLTR230721P00003000,2023-07-21,3.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00004000,2023-07-21,4.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00005000,2023-07-21,5.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00006000,2023-07-21,6.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00007000,2023-07-21,7.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00008000,2023-07-21,8.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00009000,2023-07-21,9.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00010000,2023-07-21,10.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00011000,2023-07-21,11.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00012000,2023-07-21,12.0,put,american,100,2023-06-16,0.01,0.02,0.01,0.02
O:PLTR230721P00013000,2023-07-21,13.0,put,american,100,2023-06-16,,,,
O:PLTR230721P00014000,2023-07-21,14.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00015000,2023-07-21,15.0,put,american,100,2023-06-16,0.01,0.01,0.01,0.01
O:PLTR230721P00016000,2023-07-21,16.0,put,american,100,2023-06-16,0.03,0.08,0.01,0.01
O:PLTR230721P00017000,2023-07-21,17.0,put,american,100,2023-06-16,0.11,0.75,0.06,0.57
O:PLTR230721P00018000,2023-07-21,18.0,put,american,100,2023-06-16,0.63,1.7,0.61,1.53
O:PLTR230721P00019000,2023-07-21,19.0,put,american,100,2023-06-16,,,,
O:PLTR230721P00020000,2023-07-21,20.0,put,american,100,2023-06-16,2.95,3.52,2.95,3.5
O:PLTR230721P00021000,2023-07-21,21.0,put,american,100,2023-06-16,4.3,4.3,4.3,4.3
O:PLTR230721P00022000,2023-07-21,22.0,put,american,100,2023-06-16,3.8,3.95,3.6,3.92
O:PLTR230721P00023000,2023-07-21,23.0,put,american,100,2023-06-16,6.3,6.31,6.3,6.3
O:PLTR230721P00024000,2023-07-21,24.0,put,american,100,2023-06-16,5.93,5.97,5.93,5.97
O:PLTR230721P00025000,2023-07-21,25.0,put,american,100,2023-06-16,6.8,6.8,6.8,6.8
O:PLTR230721P00026000,2023-07-21,26.0,put,american,100,2023-06-16,9.8,9.8,9.8,9.8
O:PLTR230721P00027000,2023-07-21,27.0,put,american,100,2023-06-16,11.55,11.55,11.55,11.55
O:PLTR230721P00028000,2023-07-21,28.0,put,american,100,2023-06-16,12.35,12.35,12.35,12.35
O:PLTR230721P00029000,2023-07-21,29.0,put,american,100,2023-06-16,12.3,12.3,12.3,12.3
O:PLTR230721P00030000,2023-07-21,30.0,put,american,100,2023-06-16,12.15,12.15,12.15,12.15
O:PLTR230818C00001000,2023-08-18,1.0,call,american,100,2023-07-21,12.85,13.57,12.85,13.57
