ticker,date,return
AAPL,2018-01-19,-0.010636062779054045
AAPL,2018-02-16,0.06813104349131294
AAPL,2018-03-16,-0.05804937018508094
AAPL,2018-04-20,-0.015020986541512737
AAPL,2018-05-18,0.13513916131664327
AAPL,2018-06-15,-0.009419965190185953
AAPL,2018-07-20,0.027983597424658058
AAPL,2018-08-17,0.20043623317185988
AAPL,2018-09-21,-0.008301625548513214
AAPL,2018-10-19,-0.030477292029385428
AAPL,2018-11-16,-0.18118663687324188
AAPL,2018-12-21,-0.11670029783107694
AAPL,2019-01-18,0.05515391925051527
AAPL,2019-02-15,0.04477087919559053
AAPL,2019-03-15,0.09702436959946148
AAPL,2019-04-18,0.05643481465532618
AAPL,2019-05-17,-0.1241673672778345
AAPL,2019-06-21,0.1305205607876585
AAPL,2019-07-19,0.07639660529991721
AAPL,2019-08-16,-0.016429694256091865
AAPL,2019-09-20,0.07296066120289924
AAPL,2019-10-18,0.11068477831326451
AAPL,2019-11-15,0.07751766234652901
AAPL,2019-12-20,0.09878332859682937
AAPL,2020-01-17,0.05400950405321292
AAPL,2020-02-21,-0.1146704099177116
AAPL,2020-03-20,-0.06976195106259397
AAPL,2020-04-17,0.1553783319255726
AAPL,2020-05-15,0.08502653897065104
AAPL,2020-06-19,0.1473871814736476
AAPL,2020-07-17,0.165130083961067
AAPL,2020-08-21,0.21662183075090624
AAPL,2020-09-18,-0.10252556356324982
AAPL,2020-10-16,-0.06001274268432488
AAPL,2020-11-20,0.0954953091276336
AAPL,2020-12-18,0.11457170691403529
AAPL,2021-01-15,-0.005503404547113844
AAPL,2021-02-19,-0.07970590837036318
AAPL,2021-03-19,0.007337880939826569
AAPL,2021-04-16,0.07621900861545061
AAPL,2021-05-21,-0.05050875692873191
AAPL,2021-06-18,0.09910795375847781
AAPL,2021-07-16,0.06498292175397458
AAPL,2021-08-20,0.04249772000439944
AAPL,2021-09-17,-0.06803750133940034
AAPL,2021-10-15,0.05865559290087696
AAPL,2021-11-19,0.1050775110132236
AAPL,2021-12-17,0.0742292897095771
AAPL,2022-01-21,-0.015711521730488398
AAPL,2022-02-18,-0.05406295465491173
AAPL,2022-03-18,0.05747277602724532
AAPL,2022-04-14,-0.09713204706790968
AAPL,2022-05-20,-0.05450114455599053
AAPL,2022-06-17,-0.08142884600131761
AAPL,2022-07-15,0.18863496189099327
AAPL,2022-08-19,-0.03120366529062757
AAPL,2022-09-16,-0.12097833086500265
AAPL,2022-10-21,0.10955300323327943
AAPL,2022-11-18,-0.03302507076821659
AAPL,2022-12-16,-0.12227212728361181
AMD,2018-01-19,0.3365755971271962
AMD,2018-02-16,-0.11863137515136568
AMD,2018-03-16,-0.17010842550677285
AMD,2018-04-20,0.08259063866559058
AMD,2018-05-18,0.2619501534875328
AMD,2018-06-15,0.09176844611965773
AMD,2018-07-20,0.22281501405435256
AMD,2018-08-17,0.3731598215800487
AMD,2018-09-21,0.22725561106254055
