,ticker,date,adjStrikePrice,callPrice,putPrice,weightCall,weightPut,entry,expirationDate,return
0,AAPL,1/19/18,46.25,0.60375,2.35625,0.689598152,0.310401848,1.147729239,2/16/18,-0.010636063
1,AAPL,2/16/18,45,0.3825,2.1875,0.750652543,0.249347457,0.832572161,3/16/18,0.068131043
2,AAPL,3/16/18,46.25,0.3825,2.00625,0.743392093,0.256607907,0.799167089,4/20/18,-0.05804937
3,AAPL,4/20/18,43.75,0.55625,2.91875,0.73349393,0.26650607,1.18587059,5/18/18,-0.015020987
4,AAPL,5/18/18,47.5,0.50625,1.31875,0.649523513,0.350476487,0.791012145,6/15/18,0.135139161
5,AAPL,6/15/18,48.75,0.47125,1.8625,0.708631891,0.291368109,0.876615881,7/20/18,-0.009419965
6,AAPL,7/20/18,48.75,0.74875,1.8125,0.620692554,0.379307446,1.152238295,8/17/18,0.027983597
7,AAPL,8/17/18,56.25,0.52375,2.225,0.715999926,0.284000074,1.006905126,9/21/18,0.200436233
8,AAPL,9/21/18,56.25,0.61,2.26875,0.700612826,0.299387174,1.106608476,10/19/18,-0.008301626
9,AAPL,10/19/18,56.25,1.3,2.73125,0.602471395,0.397528605,1.868962817,11/16/18,-0.030477292
10,AAPL,11/16/18,51.25,0.71,3.38125,0.726026032,0.273973968,1.441852962,12/21/18,-0.181186637
11,AAPL,12/21/18,40,0.81875,2.95,0.686416879,0.313583121,1.487074026,1/18/19,-0.116700298
12,AAPL,1/18/19,41.25,0.4775,2.68125,0.73537993,0.26462007,1.060656478,2/15/19,0.055153919
13,AAPL,2/15/19,43.75,0.5,1.6125,0.67064995,0.32935005,0.86640193,3/15/19,0.044770879
14,AAPL,3/15/19,47.5,0.7325,1.55625,0.615065626,0.384934374,1.04958969,4/18/19,0.09702437
15,AAPL,4/18/19,52.5,0.86875,2.45625,0.646898467,0.353101533,1.429298683,5/17/19,0.056434815
16,AAPL,5/17/19,50,0.57875,3.18125,0.742121059,0.257878941,1.249879944,6/21/19,-0.124167367
17,AAPL,6/21/19,51.25,0.67375,2.125,0.667849264,0.332150736,1.155783755,7/19/19,0.130520561
18,AAPL,7/19/19,52.5,0.6525,2.61875,0.69331348,0.30668652,1.255522371,8/16/19,0.076396605
19,AAPL,8/16/19,52.5,1.34375,2.06875,0.557798978,0.442201022,1.664345741,9/20/19,-0.016429694
20,AAPL,9/20/19,55,1.20625,1.61875,0.54326924,0.45673076,1.394651438,10/18/19,0.072960661
21,AAPL,10/18/19,61.25,0.80625,2.94375,0.691338295,0.308661705,1.466014395,11/15/19,0.110684778
22,AAPL,11/15/19,68.75,0.6475,2.91875,0.714448778,0.285551222,1.296058213,12/20/19,0.077517662
23,AAPL,12/20/19,71.25,0.84375,2.03125,0.641925208,0.358074792,1.268963816,1/17/20,0.098783329
24,AAPL,1/17/20,78.75,3.1625,2.3,0.431465622,0.568534378,2.672139099,2/21/20,0.054009504
25,AAPL,2/21/20,81.25,1.08125,3.95,0.68629647,0.31370353,1.981187001,3/20/20,-0.11467041
26,AAPL,3/20/20,65,1.66875,9.23125,0.722784485,0.277215515,3.765192335,4/17/20,-0.069761951
27,AAPL,4/17/20,70,3.575,3.0875,0.451966172,0.548033828,3.307833509,5/15/20,0.155378332
28,AAPL,5/15/20,75,4.2125,2.28125,0.383832766,0.616167234,3.022527029,6/19/20,0.085026539
29,AAPL,6/19/20,86.25,3.725,2.45625,0.420812962,0.579187038,2.990156446,7/17/20,0.147387181
30,AAPL,7/17/20,100,2.75,6.56875,0.614694581,0.385305419,4.221385067,8/21/20,0.165130084
31,AAPL,8/21/20,131.25,3.50625,10.1125,0.646571279,0.353428721,5.841088488,9/18/20,0.216621831
32,AAPL,9/18/20,117.5,1.995,12.55,0.747208572,0.252791428,4.663213521,10/16/20,-0.102525564
33,AAPL,10/16/20,130,2.515,13.675,0.725893843,0.274106157,5.574024713,11/20/20,-0.060012743
34,AAPL,11/20/20,122.5,1.805,6.825,0.69180803,0.30819197,3.35212369,12/18/20,0.095495309
35,AAPL,12/18/20,135,2,10.075,0.729585737,0.270414263,4.183595173,1/15/21,0.114571707
36,AAPL,1/15/21,125,7.475,5.375,0.425392985,0.574607015,6.26832527,2/19/21,-0.005503405
37,AAPL,2/19/21,135,2.19,7.2,0.670960101,0.329039899,3.838489893,3/19/21,-0.079705908
38,AAPL,3/19/21,127.5,1.685,9.1,0.735132771,0.264867229,3.648990506,4/16/21,0.007337881
39,AAPL,4/16/21,140,2.645,8.65,0.664339706,0.335660294,4.660640068,5/21/21,0.076219009
40,AAPL,5/21/21,130,1.495,6.15,0.70077876,0.29922124,2.887874873,6/18/21,-0.050508757
41,AAPL,6/18/21,135,1.345,5.6,0.717228762,0.282771238,2.548191617,7/16/21,0.099107954
42,AAPL,7/16/21,155,1.825,10.6,0.743446884,0.256553116,4.076253595,8/20/21,0.064982922
43,AAPL,8/20/21,150,2.895,4.675,0.564304782,0.435695218,3.670537488,9/17/21,0.04249772
44,AAPL,9/17/21,150,2.075,5.875,0.654262853,0.345737147,3.388801159,10/15/21,-0.068037501
45,AAPL,10/15/21,150,1.81,7.1,0.696452748,0.303547252,3.415764961,11/19/21,0.058655593
46,AAPL,11/19/21,165,2.37,6.725,0.65172869,0.34827131,3.886721557,12/17/21,0.105077511
47,AAPL,12/17/21,175,5.225,8.6,0.568905783,0.431094217,6.679942982,1/21/22,0.07422929
48,AAPL,1/21/22,155,11.65,3.625,0.316897479,0.683102521,6.168102268,2/18/22,-0.015711522
49,AAPL,2/18/22,175,1.955,9.675,0.724300505,0.275699495,4.083400098,3/18/22,-0.054062955
50,AAPL,3/18/22,170,1.775,7.975,0.712836796,0.287163204,3.555411863,4/14/22,0.057472776
51,AAPL,4/14/22,175,2.365,12.375,0.727922331,0.272077669,5.088497466,5/20/22,-0.097132047
52,AAPL,5/20/22,145,2.72,9.85,0.682637116,0.317362884,4.982797365,6/17/22,-0.054501145
53,AAPL,6/17/22,140,1.92,10.2,0.731750808,0.268249192,4.14110331,7/15/22,-0.081428846
54,AAPL,7/15/22,160,2.05,12.025,0.742036146,0.257963854,4.623189444,8/19/22,0.188634962
55,AAPL,8/19/22,170,5.925,3.925,0.427070789,0.572929211,4.779141578,9/16/22,-0.031203665
56,AAPL,9/16/22,160,2.745,11.425,0.70384824,0.29615176,5.315597274,10/21/22,-0.120978331
57,AAPL,10/21/22,155,3.075,10.6,0.673096394,0.326903606,5.534949633,11/18/22,0.109553003
58,AAPL,11/18/22,160,1.775,10.225,0.743151268,0.256848732,3.945371789,12/16/22,-0.033025071
59,AMD,1/19/18,12,1.155,0.56,0.354332322,0.645667678,0.770827732,2/16/18,0.336575597
60,AMD,2/16/18,11,1.155,0.275,0.272075947,0.727924053,0.514426833,3/16/18,-0.118631375
61,AMD,3/16/18,12,0.455,0.935,0.592844221,0.407155779,0.650434774,4/20/18,-0.170108426
62,AMD,4/20/18,10,0.685,0.665,0.465576461,0.534423539,0.674311529,5/18/18,0.082590639
63,AMD,5/18/18,14,0.235,1.195,0.726958974,0.273041026,0.497119385,6/15/18,0.261950153
64,AMD,6/15/18,16,1.075,0.73,0.409307146,0.590692854,0.871210965,7/20/18,0.091768446
65,AMD,7/20/18,16,1.395,0.885,0.394943566,0.605056434,1.086421219,8/17/18,0.222815014
66,AMD,8/17/18,19,1.45,0.655,0.351256264,0.648743736,0.93424873,9/21/18,0.373159822
67,AMD,9/21/18,33,1.57,3.55,0.589874039,0.410125961,2.382049403,10/19/18,0.227255611
68,AMD,10/19/18,27,1.09,4.4,0.666803679,0.333196321,2.192879822,11/16/18,-0.410488229
69,AMD,11/16/18,21,1.535,1.845,0.488860469,0.511139531,1.693453255,12/21/18,0.169689389
70,AMD,12/21/18,20,0.575,3.575,0.731065413,0.268934587,1.381803762,1/18/19,-0.13333334
71,AMD,1/18/19,21,1.59,1.83,0.480817402,0.519182598,1.714603823,2/15/19,0.322322458
72,AMD,2/15/19,24,1.175,1.45,0.506595363,0.493404637,1.310686275,3/15/19,-0.036050653
73,AMD,3/15/19,24,0.935,1.595,0.558957826,0.441042174,1.226087835,4/18/19,0.084572584
74,AMD,4/18/19,28,1.795,2.07,0.488215761,0.511784239,1.935740666,5/17/19,0.082679529
75,AMD,5/17/19,29,1.035,2.495,0.608355663,0.391644337,1.606800732,6/21/19,-0.007960897
76,AMD,6/21/19,30,1.255,2.115,0.555016896,0.444983104,1.63768547,7/19/19,0.107988843
77,AMD,7/19/19,34,1.515,2.94,0.573446595,0.426553405,2.122838601,8/16/19,0.002634671
78,AMD,8/16/19,33,1.255,2.975,0.607824862,0.392175138,1.929541237,9/20/19,0.032842536
79,AMD,9/20/19,31,1.045,1.945,0.575387056,0.424612944,1.427151649,10/18/19,-0.07821679
80,AMD,10/18/19,32,1.53,2.495,0.548233226,0.451766774,1.965954937,11/15/19,0.170406174
81,AMD,11/15/19,39,1.625,2.01,0.510755695,0.489244305,1.813359057,12/20/19,0.153846051
82,AMD,12/20/19,44,1.895,1.595,0.461776865,0.538223135,1.733533059,1/17/20,0.171391631
83,AMD,1/17/20,55,1.665,5.675,0.658454968,0.341545032,3.034595577,2/21/20,0.024855818
84,AMD,2/21/20,57.5,1.7,5.9,0.660832333,0.339167667,3.1245042,3/20/20,-0.032340304
85,AMD,3/20/20,48,1.275,9.675,0.74848121,0.25151879,3.387757833,4/17/20,2.10E-06
86,AMD,4/17/20,60,2.785,6.275,0.591120078,0.408879922,4.211990929,5/15/20,0.151934979
87,AMD,5/15/20,60,1.445,7.2,0.711722678,0.288277322,3.10403599,6/19/20,0.026912293
88,AMD,6/19/20,60,1.105,6.775,0.74440546,0.25559454,2.554221041,7/17/20,-0.022117369
89,AMD,7/17/20,62.5,1.475,8.875,0.733161264,0.266838736,3.449606646,8/21/20,0.47176901
90,AMD,8/21/20,92.5,1.69,10.275,0.742363167,0.257636833,3.901812213,9/18/20,0.172932296
91,AMD,9/18/20,80,2.57,7.55,0.640438424,0.359561576,4.36061665,10/16/20,-0.097225851
92,AMD,10/16/20,95,2.35,14.1,0.731056583,0.268943417,5.510085154,11/20/20,-0.081717896
93,AMD,11/20/20,87.5,2.91,5.65,0.584991811,0.415008189,4.047122439,12/18/20,0.230709927
94,AMD,12/18/20,105,2.065,11.425,0.727109332,0.272890668,4.619256655,1/15/21,-0.010251345
95,AMD,1/15/21,100,2.29,14.05,0.735765576,0.264234424,5.397396825,2/19/21,-0.066189007
96,AMD,2/19/21,95,2.225,7.725,0.665671109,0.334328891,4.063808901,3/19/21,-0.01319492
97,AMD,3/19/21,82.5,2.11,5.575,0.629535619,0.370464381,3.393659079,4/16/21,-0.071116146
98,AMD,4/16/21,90,1.72,9.5,0.730072036,0.269927964,3.820039557,5/21/21,0.039744619
99,AMD,5/21/21,77.5,2.76,3.075,0.498903685,0.501096315,2.917845339,6/18/21,-0.018866903
100,AMD,6/18/21,90,1.445,6.65,0.71595867,0.28404133,2.923435123,7/16/21,0.172951973
101,AMD,7/16/21,90,2.425,6.55,0.631178802,0.368821198,3.94638744,8/20/21,0.130519978
102,AMD,8/20/21,110,2.735,8.075,0.64505547,0.35494453,4.630403789,9/17/21,0.042659213
103,AMD,9/17/21,110,1.915,8,0.698159632,0.301840368,3.751698642,10/15/21,-0.070630519
104,AMD,10/15/21,120,2.595,10.45,0.688293067,0.311706933,5.043457962,11/19/21,0.168415889
105,AMD,11/19/21,170,3.375,18.05,0.722801464,0.277198536,7.442888509,12/17/21,0.317226678
106,AMD,12/17/21,145,6.75,13.725,0.580598166,0.419401834,9.675327792,1/21/22,-0.091371883
107,AMD,1/21/22,110,14.6,4.85,0.309989524,0.690010476,7.872397862,2/18/22,-0.206045907
108,AMD,2/18/22,125,3.175,14.15,0.699041543,0.300958457,6.478019065,3/18/22,0.079561828
109,AMD,3/18/22,115,5.225,6.825,0.515720489,0.484279511,5.999847218,4/14/22,-0.113507259
