ticker,date,return
AAPL,2018-01-19,-0.15011437291310392
AAPL,2018-02-16,-0.8517521996804511
AAPL,2018-03-16,0.5476739829246011
AAPL,2018-04-20,0.7488873623729817
AAPL,2018-05-18,-0.8715086971593851
AAPL,2018-06-15,-0.70418330040893
AAPL,2018-07-20,2.040872259019031
AAPL,2018-08-17,-0.4824337242040023
AAPL,2018-09-21,-0.6151500146219131
AAPL,2018-10-19,0.6734181524795853
AAPL,2018-11-16,1.578031122558504
AAPL,2018-12-21,-0.8323568345868069
AAPL,2019-01-18,-0.06054427058699241
AAPL,2019-02-15,1.1518960150102262
AAPL,2019-03-15,1.0305100323431562
AAPL,2019-04-18,0.2969878644377668
AAPL,2019-05-17,-0.9370714944164359
AAPL,2019-06-21,-0.826852715887242
AAPL,2019-07-19,-0.7862637005877601
AAPL,2019-08-16,-0.3523301681712204
AAPL,2019-09-20,0.5980781986794057
AAPL,2019-10-18,1.4474844785935672
AAPL,2019-11-15,-0.38811533665674014
AAPL,2019-12-20,3.265713375154599
AAPL,2020-01-17,-0.8962771320607605
AAPL,2020-02-21,2.7906879625321137
AAPL,2020-03-20,0.0941990181128387
AAPL,2020-04-17,-0.05346066666161664
AAPL,2020-05-15,0.5784941656577742
AAPL,2020-06-19,0.4182343645525557
AAPL,2020-07-17,2.548624028736083
AAPL,2020-08-21,0.4769841438023896
AAPL,2020-09-18,-0.7564432714578604
AAPL,2020-10-16,-0.3774365692130732
AAPL,2020-11-20,-0.1424951376127891
AAPL,2020-12-18,-0.4919546421827182
AAPL,2021-01-15,-0.6695028176971747
AAPL,2021-02-19,0.2866749734329923
AAPL,2021-03-19,0.34173663777645147
AAPL,2021-04-16,0.04933451581717074
AAPL,2021-05-21,-0.8883728515102224
AAPL,2021-06-18,2.205895329362155
AAPL,2021-07-16,-0.5713891000839382
AAPL,2021-08-20,-0.5323194042811843
AAPL,2021-09-17,-0.47355905664611486
AAPL,2021-10-15,1.1510778933950214
AAPL,2021-11-19,0.02956028516997833
AAPL,2021-12-17,-0.18749662908440456
AAPL,2022-01-21,-0.3680651162331663
AAPL,2022-02-18,-0.25596112139513705
AAPL,2022-03-18,-0.6195823118750039
AAPL,2022-04-14,1.0002811560822225
AAPL,2022-05-20,-0.1439834188343757
