,ticker,date,adjStrikePrice,callPrice,putPrice,weightCall,weightPut,entry,expirationDate,return
0,AAPL,2018-01-19,46.25,0.60375,2.35625,0.6895981517907511,0.3104018482092489,1.1477292389867086,2018-02-16,-0.010636062779054045
1,AAPL,2018-02-16,45.0,0.3825,2.1875,0.7506525425811685,0.24934745741883146,0.8325721606409908,2018-03-16,0.06813104349131294
2,AAPL,2018-03-16,46.25,0.3825,2.00625,0.7433920930427632,0.2566079069572368,0.7991670889218132,2018-04-20,-0.05804937018508094
3,AAPL,2018-04-20,43.75,0.55625,2.91875,0.7334939302646298,0.26650606973537017,1.185870589749812,2018-05-18,-0.015020986541512737
4,AAPL,2018-05-18,47.5,0.50625,1.31875,0.6495235133656371,0.3504764866343629,0.7910121453904199,2018-06-15,0.13513916131664327
5,AAPL,2018-06-15,48.75,0.47125,1.8625,0.7086318911928964,0.2913681088071036,0.876615881377883,2018-07-20,-0.009419965190185953
6,AAPL,2018-07-20,48.75,0.74875,1.8125,0.6206925542016143,0.3793074457983857,1.1522382954680328,2018-08-17,0.027983597424658058
7,AAPL,2018-08-17,56.25,0.5237499999999999,2.2249999999999996,0.7159999256877064,0.28400007431229357,1.0069051264237894,2018-09-21,0.20043623317185988
8,AAPL,2018-09-21,56.25,0.6100000000000001,2.26875,0.700612825542233,0.29938717445776697,1.1066084756318209,2018-10-19,-0.008301625548513214
9,AAPL,2018-10-19,56.25,1.3,2.73125,0.6024713945231762,0.3975286054768238,1.868962816588704,2018-11-16,-0.030477292029385428
10,AAPL,2018-11-16,51.25,0.71,3.38125,0.7260260320896995,0.2739739679103005,1.4418529617803901,2018-12-21,-0.18118663687324188
11,AAPL,2018-12-21,40.0,0.81875,2.95,0.6864168794774691,0.3135831205225309,1.487074025613644,2019-01-18,-0.11670029783107694
12,AAPL,2019-01-18,41.25,0.4775,2.68125,0.7353799303597284,0.2646200696402716,1.0606564784697485,2019-02-15,0.05515391925051527
13,AAPL,2019-02-15,43.75,0.5,1.6125,0.6706499501757066,0.3293500498242934,0.8664019304295264,2019-03-15,0.04477087919559053
14,AAPL,2019-03-15,47.5,0.7325,1.55625,0.6150656264830461,0.3849343735169539,1.049589690184591,2019-04-18,0.09702436959946148
15,AAPL,2019-04-18,52.5,0.86875,2.45625,0.6468984672868313,0.3531015327131687,1.4292986831821552,2019-05-17,0.05643481465532618
16,AAPL,2019-05-17,50.0,0.57875,3.18125,0.7421210588102383,0.25787894118976173,1.2498799444463549,2019-06-21,-0.1241673672778345
17,AAPL,2019-06-21,51.25,0.6737500000000001,2.125,0.6678492643779768,0.33215073562202324,1.1557837550714614,2019-07-19,0.1305205607876585
18,AAPL,2019-07-19,52.5,0.6525000000000001,2.6187500000000004,0.6933134795988963,0.30668652040110367,1.2555223707386702,2019-08-16,0.07639660529991721
19,AAPL,2019-08-16,52.5,1.34375,2.0687499999999996,0.5577989784833489,0.4422010215166511,1.6643457405995719,2019-09-20,-0.016429694256091865
