ticker,date,MOM,date_tuple,date_dt,signal,LS_Return,SS_Return,adjStrikePrice,callPrice,putPrice,weightCall,weightPut,entry,expirationDate
MSFT,2019-05-17,0.024271348,"(2019, 5)",2019-05-01 00:00:00,LS,0.083117547,-0.083117547,130,2.44,4.05,0.571308567,0.428691433,3.130193208,2019-06-21
NVDA,2019-05-17,-0.008982429,"(2019, 5)",2019-05-01 00:00:00,SS,0.212384865,-0.212384865,4.125,0.09625,0.314375,0.658792899,0.341207101,0.170675799,2019-06-21
AMD,2019-06-21,0.090399148,"(2019, 6)",2019-06-01 00:00:00,LS,0.002634671,-0.002634671,30,1.255,2.115,0.555016896,0.444983104,1.63768547,2019-07-19
AVGO,2019-06-21,0.027106175,"(2019, 6)",2019-06-01 00:00:00,LS,0.007398514,-0.007398514,28,0.62,1.13,0.588452447,0.411547553,0.829889252,2019-07-19
INTC,2019-06-21,-0.003754483,"(2019, 6)",2019-06-01 00:00:00,SS,0.055984986,-0.055984986,48,1.1,1.54,0.542768673,0.457231327,1.301181784,2019-07-19
MSFT,2019-06-21,0.028442858,"(2019, 6)",2019-06-01 00:00:00,LS,0.017243613,-0.017243613,140,1.845,4.55,0.636095534,0.363904466,2.829361579,2019-07-19
NVDA,2019-06-21,-0.019346728,"(2019, 6)",2019-06-01 00:00:00,SS,0.027337594,-0.027337594,3.875,0.11875,0.1925,0.557859024,0.442140976,0.151357897,2019-07-19
TSLA,2019-06-21,-0.007444989,"(2019, 6)",2019-06-01 00:00:00,SS,0.081223456,-0.081223456,14.33333333,1.221666667,0.761666667,0.392774074,0.607225926,0.942342741,2019-07-19
AMD,2019-07-19,0.081332844,"(2019, 7)",2019-07-01 00:00:00,LS,0.032842536,-0.032842536,34,1.515,2.94,0.573446595,0.426553405,2.122838601,2019-08-16
BABA,2019-07-19,-0.012239617,"(2019, 7)",2019-07-01 00:00:00,SS,0.01109173,-0.01109173,180,2.515,9,0.688586465,0.311413535,4.534516777,2019-08-16
MARA,2019-07-19,0.020716492,"(2019, 7)",2019-07-01 00:00:00,LS,-0.200956484,0.200956484,2.5,0.175,0.6,0.607148547,0.392851453,0.341961867,2019-08-16
MSFT,2019-07-19,0.024151656,"(2019, 7)",2019-07-01 00:00:00,LS,0.015141573,-0.015141573,140,1.385,4.875,0.679290777,0.320709223,2.504275187,2019-08-16
NVDA,2019-07-19,-0.036629786,"(2019, 7)",2019-07-01 00:00:00,SS,-0.006187415,0.006187415,4.375,0.13,0.281875,0.603433814,0.396566186,0.190228489,2019-08-16
TSLA,2019-07-19,-0.046421404,"(2019, 7)",2019-07-01 00:00:00,SS,-0.066222106,0.066222106,19,0.351666667,2.111666667,0.738361314,0.261638686,0.812150755,2019-08-16
AMD,2019-08-16,0.070894102,"(2019, 8)",2019-08-01 00:00:00,LS,-0.07821679,0.07821679,33,1.255,2.975,0.607824862,0.392175138,1.929541237,2019-09-20
AVGO,2019-08-16,0.032769135,"(2019, 8)",2019-08-01 00:00:00,LS,-0.01413953,0.01413953,29,0.54,2.305,0.696004477,0.303995523,1.076552098,2019-09-20
GOOGL,2019-08-16,-0.010065481,"(2019, 8)",2019-08-01 00:00:00,SS,0.025713897,-0.025713897,61.25,0.7125,2.895,0.700262551,0.299737449,1.366676982,2019-09-20
MSFT,2019-08-16,0.024821158,"(2019, 8)",2019-08-01 00:00:00,LS,0.008489054,-0.008489054,140,2.2,5.75,0.639785149,0.360214851,3.478762722,2019-09-20
NVDA,2019-08-16,-0.020376683,"(2019, 8)",2019-08-01 00:00:00,SS,0.039162775,-0.039162775,4.125,0.12,0.24,0.599774983,0.400225017,0.168027002,2019-09-20
TSLA,2019-08-16,-0.015738992,"(2019, 8)",2019-08-01 00:00:00,SS,0.067637524,-0.067637524,15.33333333,0.508333333,1.168333333,0.604307629,0.395692371,0.769490298,2019-09-20
AMD,2019-09-20,0.037209997,"(2019, 9)",2019-09-01 00:00:00,LS,0.170406174,-0.170406174,31,1.045,1.945,0.575387056,0.424612944,1.427151649,2019-10-18
AVGO,2019-09-20,0.034565104,"(2019, 9)",2019-09-01 00:00:00,LS,0.060780992,-0.060780992,29,0.575,1.1,0.590667492,0.409332508,0.789899566,2019-10-18
NFLX,2019-09-20,-0.005307228,"(2019, 9)",2019-09-01 00:00:00,SS,0.073948833,-0.073948833,290,7.7,26.75,0.664091382,0.335908618,14.09905917,2019-10-18
MSFT,2019-09-20,0.020657111,"(2019, 9)",2019-09-01 00:00:00,LS,0.031216325,-0.031216325,140,2.885,3.125,0.508990883,0.491009117,3.002842188,2019-10-18
NVDA,2019-09-20,-0.031246668,"(2019, 9)",2019-09-01 00:00:00,SS,0.154821687,-0.154821687,4.375,0.1425,0.179375,0.533214262,0.466785738,0.159712724,2019-10-18
TSLA,2019-09-20,-0.009428313,"(2019, 9)",2019-09-01 00:00:00,SS,0.307426295,-0.307426295,16.66666667,0.496666667,1.113333333,0.603625411,0.396374589,0.741097663,2019-10-18
AMD,2019-10-18,0.019536081,"(2019, 10)",2019-10-01 00:00:00,LS,0.153846051,-0.153846051,32,1.53,2.495,0.548233226,0.451766774,1.965954937,2019-11-15
AMZN,2019-10-18,-0.005830813,"(2019, 10)",2019-10-01 00:00:00,SS,0.013585964,-0.013585964,92,1.09625,5.03125,0.719156402,0.280843598,2.201369557,2019-11-15
AVGO,2019-10-18,0.020016254,"(2019, 10)",2019-10-01 00:00:00,LS,0.079768737,-0.079768737,28,1.29,0.525,0.355787097,0.644212903,0.797177129,2019-11-15
MSFT,2019-10-18,0.020382812,"(2019, 10)",2019-10-01 00:00:00,LS,0.059466978,-0.059466978,140,2.695,5,0.589038564,0.410961436,3.642266111,2019-11-15
NFLX,2019-10-18,-0.015131946,"(2019, 10)",2019-10-01 00:00:00,SS,0.09481237,-0.09481237,290,4.65,18.85,0.69696232,0.30303768,8.953135061,2019-11-15
NVDA,2019-10-18,-0.031919354,"(2019, 10)",2019-10-01 00:00:00,SS,0.078992012,-0.078992012,4.875,0.1775,0.279375,0.552092241,0.447907759,0.223130603,2019-11-15
AMD,2019-11-15,0.049742576,"(2019, 11)",2019-11-01 00:00:00,LS,0.171391631,-0.171391631,39,1.625,2.01,0.510755695,0.489244305,1.813359057,2019-12-20
AVGO,2019-11-15,0.027293909,"(2019, 11)",2019-11-01 00:00:00,LS,0.009580955,-0.009580955,33,0.43,2.35,0.729922345,0.270077655,0.948549098,2019-12-20
MSFT,2019-11-15,0.027163575,"(2019, 11)",2019-11-01 00:00:00,LS,0.041749327,-0.041749327,150,2.47,2.935,0.518235176,0.481764824,2.694020643,2019-12-20
NFLX,2019-11-15,-0.005638591,"(2019, 11)",2019-11-01 00:00:00,SS,0.0283144,-0.0283144,300,8.625,13,0.549603956,0.450396044,10.59548269,2019-12-20
NVDA,2019-11-15,-0.005652954,"(2019, 11)",2019-11-01 00:00:00,SS,0.085630454,-0.085630454,5.125,0.1925,0.206875,0.493776506,0.506223494,0.199776963,2019-12-20
TSLA,2019-11-15,-0.023092096,"(2019, 11)",2019-11-01 00:00:00,SS,0.267898074,-0.267898074,24.66666667,0.63,1.801666667,0.640239586,0.359760414,1.051519286,2019-12-20
AAPL,2019-12-20,0.03514993,"(2019, 12)",2019-12-01 00:00:00,LS,0.054009504,-0.054009504,71.25,0.84375,2.03125,0.641925208,0.358074792,1.268963816,2020-01-17
AMD,2019-12-20,0.049807738,"(2019, 12)",2019-12-01 00:00:00,LS,0.024855818,-0.024855818,44,1.895,1.595,0.461776865,0.538223135,1.733533059,2020-01-17
NFLX,2019-12-20,0.00579851,"(2019, 12)",2019-12-01 00:00:00,SS,0.066507512,-0.066507512,355,4,21.55,0.736895893,0.263104107,8.61747707,2020-01-17
AMZN,2019-12-20,0.007374461,"(2019, 12)",2019-12-01 00:00:00,SS,0.087064138,-0.087064138,90,1.355,1.91875,0.547219419,0.452780581,1.610255053,2020-01-17
META,2019-12-20,0.03344462,"(2019, 12)",2019-12-01 00:00:00,LS,-0.016271527,0.016271527,205,5.7,3.85,0.436615674,0.563384326,4.657738997,2020-01-17
TSLA,2019-12-20,0.001309118,"(2019, 12)",2019-12-01 00:00:00,SS,0.555159021,-0.555159021,27.33333333,1.18,1.445,0.508609524,0.491390476,1.310218476,2020-01-17
AAPL,2020-01-17,0.052806108,"(2020, 1)",2020-01-01 00:00:00,LS,-0.11467041,0.11467041,78.75,3.1625,2.3,0.431465622,0.568534378,2.672139099,2020-02-21
AMD,2020-01-17,0.075914955,"(2020, 1)",2020-01-01 00:00:00,LS,-0.032340304,0.032340304,55,1.665,5.675,0.658454968,0.341545032,3.034595577,2020-02-21
AMZN,2020-01-17,0.018732076,"(2020, 1)",2020-01-01 00:00:00,SS,-0.062214907,0.062214907,96,1.8325,4.52375,0.62485381,0.37514619,2.842112184,2020-02-21
NFLX,2020-01-17,0.02028598,"(2020, 1)",2020-01-01 00:00:00,SS,0.069372828,-0.069372828,365,7.1,31.925,0.7040382,0.2959618,14.44725167,2020-02-21
NVDA,2020-01-17,0.052618608,"(2020, 1)",2020-01-01 00:00:00,LS,0.143005715,-0.143005715,6.25,0.26625,0.276875,0.484684272,0.515315728,0.27172523,2020-02-21
TSLA,2020-01-17,0.010230955,"(2020, 1)",2020-01-01 00:00:00,SS,0.026776606,-0.026776606,33.66666667,2.781666667,2.403333333,0.438694967,0.561305033,2.569306263,2020-02-21
AAPL,2020-02-21,0.056772418,"(2020, 2)",2020-02-01 00:00:00,LS,-0.069761951,0.069761951,81.25,1.08125,3.95,0.68629647,0.31370353,1.981187001,2020-03-20
AMD,2020-02-21,0.062193971,"(2020, 2)",2020-02-01 00:00:00,LS,2.10159E-06,-2.10159E-06,57.5,1.7,5.9,0.660832333,0.339167667,3.1245042,2020-03-20
AMZN,2020-02-21,0.007987104,"(2020, 2)",2020-02-01 00:00:00,SS,0.035018714,-0.035018714,108,1.56625,4.7375,0.656958366,0.343041634,2.654120782,2020-03-20
F,2020-02-21,0.012138006,"(2020, 2)",2020-02-01 00:00:00,SS,-0.306034203,0.306034203,8,0.205,0.295,0.549570168,0.450429832,0.245538685,2020-03-20
NFLX,2020-02-21,-0.001539927,"(2020, 2)",2020-02-01 00:00:00,SS,0.017533715,-0.017533715,400,6.075,25.825,0.70100029,0.29899971,11.98024427,2020-03-20
NVDA,2020-02-21,0.053423082,"(2020, 2)",2020-02-01 00:00:00,LS,-0.023959454,0.023959454,7.625,0.228125,0.504375,0.601166768,0.398833232,0.33830268,2020-03-20
AAPL,2020-03-20,0.057612293,"(2020, 3)",2020-03-01 00:00:00,LS,0.155378332,-0.155378332,65,1.66875,9.23125,0.722784485,0.277215515,3.765192335,2020-04-17
AMD,2020-03-20,0.067730923,"(2020, 3)",2020-03-01 00:00:00,LS,0.151934979,-0.151934979,48,1.275,9.675,0.74848121,0.25151879,3.387757833,2020-04-17
F,2020-03-20,0.009215352,"(2020, 3)",2020-03-01 00:00:00,SS,0.053829518,-0.053829518,5,0.34,1.01,0.605599299,0.394400701,0.60424847,2020-04-17
